player_id,assists,bonus,bps,clean_sheets,creativity,ea_index,element_code,end_cost,goals_conceded,goals_scored,ict_index,id,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,season,season_name,start_cost,threat,total_points,yellow_cards
386,7,6,407,6,0.0,427,62974,74,30,2,0.0,5847,0.0,2300,0,0,0,0,0,9,2014/15,80,0.0,93,6
386,9,8,453,11,0.0,519,62974,68,26,5,0.0,6535,0.0,2371,0,0,0,0,0,10,2015/16,70,0.0,123,9
386,1,4,93,4,275.2,0,62974,66,2,1,62.2,7274,121.8,595,0,1,0,0,0,11,2016/17,70,225.0,28,1
387,9,20,162,6,0.0,541,80607,72,28,7,0.0,5205,0.0,1976,0,0,0,0,0,8,2013/14,80,0.0,132,3
387,4,25,689,9,0.0,641,80607,79,49,10,0.0,5848,0.0,3132,0,0,0,0,0,9,2014/15,80,0.0,162,4
387,16,23,770,11,0.0,738,80607,87,32,6,0.0,6536,0.0,2936,0,0,0,0,0,10,2015/16,85,0.0,178,2
387,20,30,798,16,1679.2,0,80607,89,24,8,389.7,7275,974.6,3159,0,0,0,0,0,11,2016/17,85,1244.0,218,0
388,12,17,556,10,0.0,666,108823,59,21,10,0.0,6543,0.0,2471,0,0,0,0,0,10,2015/16,50,0.0,166,7
388,11,17,679,17,778.7,0,108823,91,22,18,301.7,7279,969.6,3036,0,0,0,0,0,11,2016/17,85,1270.0,225,4
389,0,0,65,9,0.0,176,54756,44,14,0,0.0,5112,0.0,1659,0,0,0,0,0,8,2013/14,50,0.0,42,7
389,1,8,469,8,0.0,324,54756,46,26,3,0.0,5833,0.0,2360,0,0,0,0,0,9,2014/15,45,0.0,80,10
389,1,0,417,7,0.0,268,54756,42,32,1,0.0,6524,0.0,2495,0,0,0,3,0,10,2015/16,45,0.0,59,4
389,2,7,578,12,486.0,0,54756,48,25,4,157.7,7281,609.6,3012,0,0,0,0,0,11,2016/17,50,480.0,103,10
390,1,11,230,6,0.0,244,85971,75,12,4,0.0,6785,0.0,1107,0,0,0,0,0,10,2015/16,80,0.0,70,0
390,9,13,512,10,642.3,0,85971,72,18,14,255.6,7283,753.4,2063,0,0,0,0,0,11,2016/17,75,1161.0,174,2
391,0,0,0,0,0.0,0,157668,45,0,0,0.0,5243,0.0,0,0,0,0,0,0,8,2013/14,45,0.0,0,0
391,0,0,0,0,0.0,0,157668,44,0,0,0.0,5850,0.0,0,0,0,0,0,0,9,2014/15,45,0.0,0,0
391,0,0,0,0,0.0,0,157668,45,0,0,0.0,6645,0.0,0,0,0,0,0,0,10,2015/16,45,0.0,0,0
391,1,0,141,0,122.1,0,157668,45,6,1,32.8,7325,128.0,494,0,0,0,0,0,11,2016/17,45,77.0,30,1
392,0,0,25,0,7.7,0,168566,68,0,0,5.2,7342,17.0,54,0,0,0,0,0,11,2016/17,70,26.0,8,0
393,3,6,0,1,0.0,164,45268,54,25,3,0.0,4548,0.0,1068,0,0,0,0,0,7,2012/13,60,0.0,53,2
393,6,6,111,10,0.0,539,45268,53,49,3,0.0,5092,0.0,3031,0,0,0,0,0,8,2013/14,60,0.0,109,8
393,3,11,424,8,0.0,454,45268,58,51,4,0.0,5812,0.0,3029,0,0,0,2,0,9,2014/15,60,0.0,103,7
393,8,4,517,7,0.0,499,45268,56,62,1,0.0,6505,0.0,3218,0,0,0,0,0,10,2015/16,60,0.0,110,3
393,3,0,162,4,274.2,0,45268,66,5,0,61.0,7344,133.0,909,0,0,0,0,0,11,2016/17,70,212.0,43,3
394,0,0,0,0,0.0,0,78830,50,0,0,0.0,3972,0.0,0,0,0,0,0,0,6,2011/12,50,0.0,0,0
394,0,0,0,0,0.0,-1,78830,43,4,0,0.0,4646,0.0,141,0,0,0,0,0,7,2012/13,45,0.0,5,0
394,0,3,32,2,0.0,161,78830,44,6,3,0.0,5325,0.0,500,1,0,0,0,0,8,2013/14,45,0.0,28,0
394,7,32,672,6,0.0,826,78830,60,39,21,0.0,6034,0.0,2581,1,1,0,0,0,9,2014/15,50,0.0,191,4
394,3,33,748,14,0.0,1053,78830,102,33,25,0.0,6746,0.0,3363,1,0,0,0,0,10,2015/16,95,0.0,211,5
394,7,33,920,14,548.4,0,78830,119,19,29,336.0,7451,1279.0,2523,0,1,0,0,0,11,2016/17,110,1530.0,224,3
395,3,3,134,3,241.3,0,165990,75,8,2,89.4,7453,158.0,845,0,0,0,0,0,11,2016/17,80,501.0,55,0
396,0,0,0,0,0.0,0,56827,50,0,0,0.0,3365,0.0,0,0,0,0,0,0,6,2011/12,50,0.0,0,0
396,0,0,0,0,0.0,0,56827,44,0,0,0.0,4003,0.0,0,0,0,0,0,0,7,2012/13,50,0.0,0,0
396,0,0,30,3,0.0,86,56827,41,7,0,0.0,4715,0.0,630,1,0,0,0,17,8,2013/14,50,0.0,25,1
396,0,7,503,11,0.0,277,56827,45,33,0,0.0,5416,0.0,2520,0,0,0,0,111,9,2014/15,45,0.0,123,2
396,0,5,311,3,0.0,146,56827,45,33,0,0.0,6128,0.0,1530,0,0,0,0,71,10,2015/16,50,0.0,56,3
396,0,0,20,0,0.0,0,56827,42,4,0,4.1,6854,41.6,83,0,0,0,0,6,11,2016/17,45,0.0,2,0
397,0,4,0,0,0.0,0,18656,51,40,0,0.0,1833,0.0,3060,0,0,0,0,120,3,2008/09,55,0.0,133,1
397,0,9,0,0,0.0,0,18656,51,26,0,0.0,2499,0.0,2715,0,0,3,0,96,4,2009/10,50,0.0,148,2
397,0,0,0,7,0.0,0,18656,52,39,0,0.0,3134,0.0,2700,0,0,2,0,109,5,2010/11,55,0.0,108,4
397,0,0,0,0,0.0,0,18656,51,0,0,0.0,3345,0.0,0,0,0,0,0,0,6,2011/12,55,0.0,0,0
397,0,0,0,0,0.0,0,18656,48,0,0,0.0,4025,0.0,0,0,0,0,0,0,7,2012/13,50,0.0,0,0
397,0,0,0,0,0.0,0,18656,42,0,0,0.0,4735,0.0,0,0,0,0,0,0,8,2013/14,45,0.0,0,0
397,0,14,756,11,0.0,375,18656,51,49,0,0.0,6131,0.0,3396,0,0,3,0,123,10,2015/16,45,0.0,157,4
397,0,6,681,7,10.0,0,18656,49,64,0,84.4,6855,834.4,3337,1,0,1,0,117,11,2016/17,50,0.0,113,1
398,1,4,0,0,0.0,0,37742,45,35,3,0.0,1218,0.0,1605,0,0,0,0,0,2,2007/08,50,0.0,61,1
398,1,3,0,0,0.0,0,37742,47,22,1,0.0,1743,0.0,1468,0,0,0,0,0,3,2008/09,50,0.0,53,3
398,0,2,0,0,0.0,0,37742,48,43,3,0.0,2501,0.0,2498,0,0,0,1,0,4,2009/10,50,0.0,79,4
398,1,3,0,2,0.0,0,37742,47,25,1,0.0,3147,0.0,1632,0,0,0,1,0,5,2010/11,50,0.0,46,1
398,1,6,0,11,0.0,401,37742,55,38,1,0.0,3508,0.0,2901,1,0,0,1,0,6,2011/12,55,0.0,108,2
398,0,0,0,0,0.0,-2,37742,50,2,0,0.0,4197,0.0,90,0,0,0,0,0,7,2012/13,55,0.0,1,0
398,1,3,44,2,0.0,134,37742,46,24,1,0.0,4903,0.0,941,1,0,0,2,0,8,2013/14,50,0.0,23,1
398,0,2,177,3,0.0,108,37742,46,16,0,0.0,5569,0.0,990,0,0,0,0,0,9,2014/15,50,0.0,28,2
398,2,5,460,8,0.0,231,37742,42,31,0,0.0,6275,0.0,2008,0,0,0,1,0,10,2015/16,45,0.0,72,3
398,0,1,342,4,31.5,0,37742,43,36,2,71.8,7001,443.2,1910,0,0,0,0,0,11,2016/17,45,243.0,57,2
399,0,0,0,0,0.0,0,41338,54,0,0,0.0,640,0.0,0,0,0,0,0,0,1,2006/07,54,0.0,0,0
399,0,0,0,0,0.0,0,41338,44,0,0,0.0,1016,0.0,0,0,0,0,0,0,2,2007/08,45,0.0,0,0
399,0,3,0,4,0.0,0,41338,40,53,1,0.0,2774,0.0,2387,0,0,0,0,0,5,2010/11,40,0.0,59,1
399,0,4,550,10,0.0,335,41338,46,46,1,0.0,6309,0.0,3034,1,0,0,0,0,10,2015/16,45,0.0,96,3
399,1,3,183,2,61.7,0,41338,43,21,0,33.2,7024,225.2,1162,0,0,0,0,0,11,2016/17,45,45.0,31,3
400,0,1,309,5,0.0,181,41945,42,28,2,0.0,6310,0.0,1778,0,0,0,0,0,10,2015/16,45,0.0,59,5
400,2,3,441,5,111.3,0,41945,43,49,1,103.8,7025,624.0,2770,0,0,0,1,0,11,2016/17,45,302.0,67,10
401,0,2,168,1,0.0,96,40868,40,16,1,0.0,6332,0.0,945,0,0,0,0,0,10,2015/16,45,0.0,25,2
